"","country","region","WHO_REGION","date","latest","cases","deaths","pop","incidence","cfr","mortality","newcases","newdeaths","newcasessmooth","newdeathssmooth","newcasessmoothpp","newdeathssmoothpp","latestcasespp","peakcasespp","peakdate","regioncases","regiondeaths","regionpop","regionnewcases","regionnewdeaths","regionincidence","regioncfr","regionmortality","regionnewcasessmooth","regionnewdeathssmooth","regionnewcasessmoothpp","regionnewdeathssmoothpp"
"1","Brazil","South America","PAHO",2020-03-01,FALSE,2,0,212559.409,0,0,0,0,0,0.28571,0,0,0,16.686,21.8,NA,79,1,1018121.127,26,0,0,1.3,0,7.42857,0.14286,0.001,1e-05
"2","Brazil","South America","PAHO",2020-03-02,FALSE,2,0,212559.409,0,0,0,0,0,0.28571,0,0,0,16.686,21.8,NA,105,6,1018121.127,26,5,0,5.7,0,11,0.85714,0.001,8e-05
"3","Brazil","South America","PAHO",2020-03-03,FALSE,2,0,212559.409,0,0,0,0,0,0.28571,0,0,0,16.686,21.8,NA,130,7,1018121.127,25,1,0,5.4,0,14.42857,1,0.001,1e-04
"4","Brazil","South America","PAHO",2020-03-04,FALSE,4,0,212559.409,0,0,0,2,0,0.42857,0,0,0,16.686,21.8,NA,171,11,1018121.127,41,4,0,6.4,0,20.14286,1.57143,0.002,0.00015
"5","Brazil","South America","PAHO",2020-03-05,FALSE,4,0,212559.409,0,0,0,0,0,0.42857,0,0,0,16.686,21.8,NA,258,12,1018121.127,87,1,0,4.7,0,32.14286,1.71429,0.003,0.00017
"6","Brazil","South America","PAHO",2020-03-06,FALSE,13,0,212559.409,0,0,0,9,0,1.71429,0,0.001,0,16.686,21.8,NA,338,14,1018121.127,80,2,0,4.1,0,43.28571,2,0.004,2e-04
"7","Brazil","South America","PAHO",2020-03-07,FALSE,13,0,212559.409,0,0,0,0,0,1.57143,0,0.001,0,16.686,21.8,NA,515,17,1018121.127,177,3,0.1,3.3,0,66,2.28571,0.006,0.00022
"8","Brazil","South America","PAHO",2020-03-08,FALSE,20,0,212559.409,0,0,0,7,0,2.57143,0,0.001,0,16.686,21.8,NA,674,22,1018121.127,159,5,0.1,3.3,0,85,3,0.008,0.00029
"9","Brazil","South America","PAHO",2020-03-09,FALSE,25,0,212559.409,0,0,0,5,0,3.28571,0,0.002,0,16.686,21.8,NA,773,24,1018121.127,99,2,0.1,3.1,0,95.42857,2.57143,0.009,0.00025
"10","Brazil","South America","PAHO",2020-03-10,FALSE,31,0,212559.409,0,0,0,6,0,4.14286,0,0.002,0,16.686,21.8,NA,986,30,1018121.127,213,6,0.1,3,0,122.28571,3.28571,0.012,0.00032
"11","Brazil","South America","PAHO",2020-03-11,FALSE,38,0,212559.409,0,0,0,7,0,4.85714,0,0.002,0,16.686,21.8,NA,1428,36,1018121.127,442,6,0.1,2.5,0,179.57143,3.57143,0.018,0.00035
"12","Brazil","South America","PAHO",2020-03-12,FALSE,52,0,212559.409,0,0,0,14,0,6.85714,0,0.003,0,16.686,21.8,NA,1915,47,1018121.127,487,11,0.2,2.5,0,236.71429,5,0.023,0.00049
"13","Brazil","South America","PAHO",2020-03-13,FALSE,151,0,212559.409,0.1,0,0,99,0,19.71429,0,0.009,0,16.686,21.8,NA,2817,56,1018121.127,902,9,0.3,2,0,354.14286,6,0.035,0.00059
"14","Brazil","South America","PAHO",2020-03-14,FALSE,151,0,212559.409,0.1,0,0,0,0,19.71429,0,0.009,0,16.686,21.8,NA,3697,65,1018121.127,880,9,0.4,1.8,0,454.57143,6.85714,0.045,0.00067
"15","Brazil","South America","PAHO",2020-03-15,FALSE,162,0,212559.409,0.1,0,0,11,0,20.28571,0,0.01,0,16.686,21.8,NA,4074,77,1018121.127,377,12,0.4,1.9,0,485.71429,7.85714,0.048,0.00077
"16","Brazil","South America","PAHO",2020-03-16,FALSE,200,0,212559.409,0.1,0,0,38,0,25,0,0.012,0,16.686,21.8,NA,5996,108,1018121.127,1922,31,0.6,1.8,0,746.14286,12,0.073,0.00118
"17","Brazil","South America","PAHO",2020-03-17,FALSE,321,1,212559.409,0.2,0.3,0,121,1,41.42857,0.14286,0.019,7e-05,16.686,21.8,NA,8235,146,1018121.127,2239,38,0.8,1.8,0,1035.57143,16.57143,0.102,0.00163
"18","Brazil","South America","PAHO",2020-03-18,FALSE,372,3,212559.409,0.2,0.8,0,51,2,47.71429,0.42857,0.022,2e-04,16.686,21.8,NA,11370,211,1018121.127,3135,65,1.1,1.9,0,1420.28571,25,0.14,0.00246
"19","Brazil","South America","PAHO",2020-03-19,FALSE,621,6,212559.409,0.3,1,0,249,3,81.28571,0.85714,0.038,4e-04,16.686,21.8,NA,16600,294,1018121.127,5230,83,1.6,1.8,0,2097.85714,35.28571,0.206,0.00347
"20","Brazil","South America","PAHO",2020-03-20,FALSE,793,11,212559.409,0.4,1.4,0,172,5,91.71429,1.57143,0.043,0.00074,16.686,21.8,NA,23899,409,1018121.127,7299,115,2.3,1.7,0,3011.71429,50.42857,0.296,0.00495
"21","Brazil","South America","PAHO",2020-03-21,FALSE,1021,15,212559.409,0.5,1.5,0,228,4,124.28571,2.14286,0.058,0.00101,16.686,21.8,NA,31174,526,1018121.127,7275,117,3.1,1.7,0.1,3925.28571,65.85714,0.386,0.00647
"22","Brazil","South America","PAHO",2020-03-22,FALSE,1546,25,212559.409,0.7,1.6,0,525,10,197.71429,3.57143,0.093,0.00168,16.686,21.8,NA,41649,662,1018121.127,10475,136,4.1,1.6,0.1,5367.85714,83.57143,0.527,0.00821
"23","Brazil","South America","PAHO",2020-03-23,FALSE,1924,34,212559.409,0.9,1.8,0,378,9,246.28571,4.85714,0.116,0.00229,16.686,21.8,NA,54484,873,1018121.127,12835,211,5.4,1.6,0.1,6926.85714,109.28571,0.68,0.01073
"24","Brazil","South America","PAHO",2020-03-24,FALSE,2247,46,212559.409,1.1,2,0,323,12,275.14286,6.42857,0.129,0.00302,16.686,21.8,NA,66780,1145,1018121.127,12296,272,6.6,1.7,0.1,8363.57143,142.71429,0.821,0.01402
"25","Brazil","South America","PAHO",2020-03-25,FALSE,2554,59,212559.409,1.2,2.3,0,307,13,311.71429,8,0.147,0.00376,16.686,21.8,NA,80450,1504,1018121.127,13670,359,7.9,1.9,0.1,9868.57143,184.71429,0.969,0.01814
"26","Brazil","South America","PAHO",2020-03-26,FALSE,2985,77,212559.409,1.4,2.6,0,431,18,337.71429,10.14286,0.159,0.00477,16.686,21.8,NA,100599,1956,1018121.127,20149,452,9.9,1.9,0.2,11999.85714,237.42857,1.179,0.02332
"27","Brazil","South America","PAHO",2020-03-27,FALSE,3417,92,212559.409,1.6,2.7,0,432,15,374.85714,11.57143,0.176,0.00544,16.686,21.8,NA,121515,2532,1018121.127,20916,576,11.9,2.1,0.2,13945.14286,303.28571,1.37,0.02979
"28","Brazil","South America","PAHO",2020-03-28,FALSE,3904,111,212559.409,1.8,2.8,0.1,487,19,411.85714,13.71429,0.194,0.00645,16.686,21.8,NA,143855,3235,1018121.127,22340,703,14.1,2.2,0.3,16097.28571,387,1.581,0.03801
"29","Brazil","South America","PAHO",2020-03-29,FALSE,4256,136,212559.409,2,3.2,0.1,352,25,387.14286,15.85714,0.182,0.00746,16.686,21.8,NA,164955,3894,1018121.127,21100,659,16.2,2.4,0.4,17615.14286,461.71429,1.73,0.04535
"30","Brazil","South America","PAHO",2020-03-30,FALSE,4579,159,212559.409,2.2,3.5,0.1,323,23,379.28571,17.85714,0.178,0.0084,16.686,21.8,NA,189475,4671,1018121.127,24520,777,18.6,2.5,0.5,19284.42857,542.57143,1.894,0.05329
"31","Brazil","South America","PAHO",2020-03-31,FALSE,5717,201,212559.409,2.7,3.5,0.1,1138,42,495.71429,22.14286,0.233,0.01042,16.686,21.8,NA,219689,5881,1018121.127,30214,1210,21.6,2.7,0.6,21844.14286,676.57143,2.146,0.06645
"32","Brazil","South America","PAHO",2020-04-01,FALSE,6836,240,212559.409,3.2,3.5,0.1,1119,39,611.71429,25.85714,0.288,0.01216,16.686,21.8,NA,249425,7164,1018121.127,29736,1283,24.5,2.9,0.7,24139.28571,808.57143,2.371,0.07942
"33","Brazil","South America","PAHO",2020-04-02,FALSE,8044,324,212559.409,3.8,4,0.2,1208,84,722.71429,35.28571,0.34,0.0166,16.686,21.8,NA,284333,8867,1018121.127,34908,1703,27.9,3.1,0.9,26247.71429,987.28571,2.578,0.09697
"34","Brazil","South America","PAHO",2020-04-03,FALSE,9056,359,212559.409,4.3,4,0.2,1012,35,805.57143,38.14286,0.379,0.01794,16.686,21.8,NA,320009,10408,1018121.127,35676,1541,31.4,3.3,1,28356.28571,1125.14286,2.785,0.11051
"35","Brazil","South America","PAHO",2020-04-04,FALSE,10360,445,212559.409,4.9,4.3,0.2,1304,86,922.28571,47.71429,0.434,0.02245,16.686,21.8,NA,356507,12159,1018121.127,36498,1751,35,3.4,1.2,30378.85714,1274.85714,2.984,0.12522
"36","Brazil","South America","PAHO",2020-04-05,FALSE,11130,486,212559.409,5.2,4.4,0.2,770,41,982,50,0.462,0.02352,16.686,21.8,NA,390107,13885,1018121.127,33600,1726,38.3,3.6,1.4,32164.57143,1427.28571,3.159,0.14019
"37","Brazil","South America","PAHO",2020-04-06,FALSE,12161,564,212559.409,5.7,4.6,0.3,1031,78,1083.14286,57.85714,0.51,0.02722,16.686,21.8,NA,423764,15910,1018121.127,33657,2025,41.6,3.8,1.6,33469.85714,1605.57143,3.287,0.1577
"38","Brazil","South America","PAHO",2020-04-07,FALSE,14034,686,212559.409,6.6,4.9,0.3,1873,122,1188.14286,69.28571,0.559,0.0326,16.686,21.8,NA,460041,18710,1018121.127,36277,2800,45.2,4.1,1.8,34336,1832.71429,3.372,0.18001
"39","Brazil","South America","PAHO",2020-04-08,FALSE,16170,819,212559.409,7.6,5.1,0.4,2136,133,1333.42857,82.71429,0.627,0.03891,16.686,21.8,NA,499403,21167,1018121.127,39362,2457,49.1,4.2,2.1,35711.14286,2000.42857,3.508,0.19648
"40","Brazil","South America","PAHO",2020-04-09,FALSE,18092,950,212559.409,8.5,5.3,0.4,1922,131,1435.42857,89.42857,0.675,0.04207,16.686,21.8,NA,540540,23737,1018121.127,41137,2570,53.1,4.4,2.3,36601,2124.28571,3.595,0.20865
"41","Brazil","South America","PAHO",2020-04-10,FALSE,19638,1057,212559.409,9.2,5.4,0.5,1546,107,1511.71429,99.71429,0.711,0.04691,16.686,21.8,NA,581861,26264,1018121.127,41321,2527,57.2,4.5,2.6,37407.42857,2265.14286,3.674,0.22248
"42","Brazil","South America","PAHO",2020-04-11,FALSE,20727,1124,212559.409,9.8,5.4,0.5,1089,67,1481,97,0.697,0.04563,16.686,21.8,NA,616350,28671,1018121.127,34489,2407,60.5,4.7,2.8,37120.42857,2358.85714,3.646,0.23169
"43","Brazil","South America","PAHO",2020-04-12,FALSE,22192,1223,212559.409,10.4,5.5,0.6,1465,99,1580.28571,105.28571,0.743,0.04953,16.686,21.8,NA,648149,30774,1018121.127,31799,2103,63.7,4.7,3,36863.14286,2412.71429,3.621,0.23698
"44","Brazil","South America","PAHO",2020-04-13,FALSE,23430,1328,212559.409,11,5.7,0.6,1238,105,1609.85714,109.14286,0.757,0.05135,16.686,21.8,NA,680242,32996,1018121.127,32093,2222,66.8,4.9,3.2,36639.71429,2440.85714,3.599,0.23974
"45","Brazil","South America","PAHO",2020-04-14,FALSE,25262,1532,212559.409,11.9,6.1,0.7,1832,204,1604,120.85714,0.755,0.05686,16.686,21.8,NA,713880,35922,1018121.127,33638,2926,70.1,5,3.5,36262.71429,2458.85714,3.562,0.24151
"46","Brazil","South America","PAHO",2020-04-15,FALSE,28320,1736,212559.409,13.3,6.1,0.8,3058,204,1735.71429,131,0.817,0.06163,16.686,21.8,NA,751438,38957,1018121.127,37558,3035,73.8,5.2,3.8,36005,2541.42857,3.536,0.24962
"47","Brazil","South America","PAHO",2020-04-16,FALSE,30425,1924,212559.409,14.3,6.3,0.9,2105,188,1761.85714,139.14286,0.829,0.06546,16.686,21.8,NA,790674,41689,1018121.127,39236,2732,77.7,5.3,4.1,35733.42857,2564.57143,3.51,0.25189
"48","Brazil","South America","PAHO",2020-04-17,FALSE,33682,2141,212559.409,15.8,6.4,1,3257,217,2006.28571,154.85714,0.944,0.07285,16.686,21.8,NA,831972,44254,1018121.127,41298,2565,81.7,5.3,4.3,35730.14286,2570,3.509,0.25243
"49","Brazil","South America","PAHO",2020-04-18,FALSE,36658,2354,212559.409,17.2,6.4,1.1,2976,213,2275.85714,175.71429,1.071,0.08267,16.686,21.8,NA,868326,46728,1018121.127,36354,2474,85.3,5.4,4.6,35996.57143,2579.57143,3.536,0.25337
"50","Brazil","South America","PAHO",2020-04-19,FALSE,38654,2462,212559.409,18.2,6.4,1.2,1996,108,2351.71429,177,1.106,0.08327,16.686,21.8,NA,900913,49079,1018121.127,32587,2351,88.5,5.4,4.8,36109.14286,2615,3.547,0.25685
"51","Brazil","South America","PAHO",2020-04-20,FALSE,40743,2587,212559.409,19.2,6.3,1.2,2089,125,2473.28571,179.85714,1.164,0.08461,16.686,21.8,NA,936726,51689,1018121.127,35813,2610,92,5.5,5.1,36640.57143,2670.42857,3.599,0.26229
"52","Brazil","South America","PAHO",2020-04-21,FALSE,43079,2741,212559.409,20.3,6.4,1.3,2336,154,2545.28571,172.71429,1.197,0.08125,16.686,21.8,NA,970399,54818,1018121.127,33673,3129,95.3,5.6,5.4,36645.57143,2699.42857,3.599,0.26514
"53","Brazil","South America","PAHO",2020-04-22,FALSE,45757,2906,212559.409,21.5,6.4,1.4,2678,165,2491,167.14286,1.172,0.07863,16.686,21.8,NA,1008921,57821,1018121.127,38522,3003,99.1,5.7,5.7,36783.28571,2694.85714,3.613,0.26469
"54","Brazil","South America","PAHO",2020-04-23,FALSE,50036,3331,212559.409,23.5,6.7,1.6,4279,425,2801.57143,201,1.318,0.09456,16.686,21.8,NA,1053018,61098,1018121.127,44097,3277,103.4,5.8,6,37477.71429,2772.71429,3.681,0.27234
"55","Brazil","South America","PAHO",2020-04-24,FALSE,54043,3704,212559.409,25.4,6.9,1.7,4007,373,2908.71429,223.28571,1.368,0.10505,16.686,21.8,NA,1107626,64075,1018121.127,54608,2977,108.8,5.8,6.3,39379.14286,2831.57143,3.868,0.27812
"56","Brazil","South America","PAHO",2020-04-25,FALSE,59324,4057,212559.409,27.9,6.8,1.9,5281,353,3238,243.28571,1.523,0.11446,16.686,21.8,NA,1153025,66498,1018121.127,45399,2423,113.3,5.8,6.5,40671.28571,2824.28571,3.995,0.2774
"57","Brazil","South America","PAHO",2020-04-26,FALSE,63100,4286,212559.409,29.7,6.8,2,3776,229,3492.28571,260.57143,1.643,0.12259,16.686,21.8,NA,1189832,68299,1018121.127,36807,1801,116.9,5.7,6.7,41274.14286,2745.71429,4.054,0.26968
"58","Brazil","South America","PAHO",2020-04-27,FALSE,67446,4603,212559.409,31.7,6.8,2.2,4346,317,3814.71429,288,1.795,0.13549,16.686,21.8,NA,1222926,70495,1018121.127,33094,2196,120.1,5.8,6.9,40885.71429,2686.57143,4.016,0.26388
"59","Brazil","South America","PAHO",2020-04-28,FALSE,73235,5083,212559.409,34.5,6.9,2.4,5789,480,4308,334.57143,2.027,0.1574,16.686,21.8,NA,1260968,73819,1018121.127,38042,3324,123.9,5.9,7.3,41509.85714,2714.42857,4.077,0.26661
"60","Brazil","South America","PAHO",2020-04-29,FALSE,79685,5513,212559.409,37.5,6.9,2.6,6450,430,4846.85714,372.42857,2.28,0.17521,16.686,21.8,NA,1302915,77264,1018121.127,41947,3445,128,5.9,7.6,41999.14286,2777.57143,4.125,0.27281
"61","Brazil","South America","PAHO",2020-04-30,FALSE,87187,6006,212559.409,41,6.9,2.8,7502,493,5307.28571,382.14286,2.497,0.17978,16.686,21.8,NA,1348550,80653,1018121.127,45635,3389,132.5,6,7.9,42218.85714,2793.57143,4.147,0.27438
"62","Brazil","South America","PAHO",2020-05-01,FALSE,92202,6412,212559.409,43.4,7,3,5015,406,5451.28571,386.85714,2.565,0.182,16.686,21.8,NA,1398483,83568,1018121.127,49933,2915,137.4,6,8.2,41551,2784.71429,4.081,0.27352
"63","Brazil","South America","PAHO",2020-05-02,FALSE,97100,6761,212559.409,45.7,7,3.2,4898,349,5396.57143,386.28571,2.539,0.18173,16.686,21.8,NA,1441574,86287,1018121.127,43091,2719,141.6,6,8.5,41221.28571,2827,4.049,0.27767
"64","Brazil","South America","PAHO",2020-05-03,FALSE,101826,7051,212559.409,47.9,6.9,3.3,4726,290,5532.28571,395,2.603,0.18583,16.686,21.8,NA,1482600,88224,1018121.127,41026,1937,145.6,6,8.7,41824,2846.42857,4.108,0.27958
"65","Brazil","South America","PAHO",2020-05-04,FALSE,108620,7367,212559.409,51.1,6.8,3.5,6794,316,5882,394.85714,2.767,0.18576,16.686,21.8,NA,1521597,90319,1018121.127,38997,2095,149.5,5.9,8.9,42667.28571,2832,4.191,0.27816
"66","Brazil","South America","PAHO",2020-05-05,FALSE,115455,7938,212559.409,54.3,6.9,3.7,6835,571,6031.42857,407.85714,2.838,0.19188,16.686,21.8,NA,1562206,93776,1018121.127,40609,3457,153.4,6,9.2,43034,2851,4.227,0.28003
"67","Brazil","South America","PAHO",2020-05-06,FALSE,126611,8588,212559.409,59.6,6.8,4,11156,650,6703.71429,439.28571,3.154,0.20666,16.686,21.8,NA,1607686,97345,1018121.127,45480,3569,157.9,6.1,9.6,43538.71429,2868.71429,4.276,0.28177
"68","Brazil","South America","PAHO",2020-05-07,FALSE,135773,9190,212559.409,63.9,6.8,4.3,9162,602,6940.85714,454.85714,3.265,0.21399,16.686,21.8,NA,1653435,100497,1018121.127,45749,3152,162.4,6.1,9.9,43555,2834.85714,4.278,0.27844
"69","Brazil","South America","PAHO",2020-05-08,FALSE,146894,10017,212559.409,69.1,6.8,4.7,11121,827,7813.14286,515,3.676,0.24229,16.686,21.8,NA,1699779,103632,1018121.127,46344,3135,167,6.1,10.2,43042.28571,2866.28571,4.228,0.28153
"70","Brazil","South America","PAHO",2020-05-09,FALSE,156061,10656,212559.409,73.4,6.8,5,9167,639,8423,556.42857,3.963,0.26178,16.686,21.8,NA,1745795,106300,1018121.127,46016,2668,171.5,6.1,10.4,43460.14286,2859,4.269,0.28081
"71","Brazil","South America","PAHO",2020-05-10,FALSE,162699,11123,212559.409,76.5,6.8,5.2,6638,467,8696.14286,581.71429,4.091,0.27367,16.686,21.8,NA,1780492,108487,1018121.127,34697,2187,174.9,6.1,10.7,42556,2894.71429,4.18,0.28432
"72","Brazil","South America","PAHO",2020-05-11,FALSE,169594,11653,212559.409,79.8,6.9,5.5,6895,530,8710.57143,612.28571,4.098,0.28805,16.686,21.8,NA,1813822,110401,1018121.127,33330,1914,178.2,6.1,10.8,41746.42857,2868.85714,4.1,0.28178
"73","Brazil","South America","PAHO",2020-05-12,FALSE,178214,12461,212559.409,83.8,7,5.9,8620,808,8965.57143,646.14286,4.218,0.30398,16.686,21.8,NA,1855799,113700,1018121.127,41977,3299,182.3,6.1,11.2,41941.85714,2846.28571,4.12,0.27956
"74","Brazil","South America","PAHO",2020-05-13,FALSE,190137,13240,212559.409,89.5,7,6.2,11923,779,9075.14286,664.57143,4.269,0.31265,16.686,21.8,NA,1900692,116837,1018121.127,44893,3137,186.7,6.1,11.5,41858,2784.57143,4.111,0.2735
"75","Brazil","South America","PAHO",2020-05-14,FALSE,203165,13999,212559.409,95.6,6.9,6.6,13028,759,9627.42857,687,4.529,0.3232,16.686,21.8,NA,1953371,120000,1018121.127,52679,3163,191.9,6.1,11.8,42848,2786.14286,4.209,0.27366
"76","Brazil","South America","PAHO",2020-05-15,FALSE,220291,14962,212559.409,103.6,6.8,7,17126,963,10485.28571,706.42857,4.933,0.33234,16.686,21.8,NA,2008898,123460,1018121.127,55527,3460,197.3,6.1,12.1,44159.85714,2832.57143,4.337,0.27822
"77","Brazil","South America","PAHO",2020-05-16,FALSE,233511,15662,212559.409,109.9,6.7,7.4,13220,700,11064.28571,715.14286,5.205,0.33644,16.686,21.8,NA,2062603,126123,1018121.127,53705,2663,202.6,6.1,12.4,45258.28571,2831.85714,4.445,0.27815
"78","Brazil","South America","PAHO",2020-05-17,FALSE,241080,16118,212559.409,113.4,6.7,7.6,7569,456,11197.28571,713.57143,5.268,0.3357,16.686,21.8,NA,2100036,127812,1018121.127,37433,1689,206.3,6.1,12.6,45649.14286,2760.71429,4.484,0.27116
"79","Brazil","South America","PAHO",2020-05-18,FALSE,255368,16853,212559.409,120.1,6.6,7.9,14288,735,12253.42857,742.85714,5.765,0.34948,16.686,21.8,NA,2147427,130207,1018121.127,47391,2395,210.9,6.1,12.8,47657.85714,2829.42857,4.681,0.27791
"80","Brazil","South America","PAHO",2020-05-19,FALSE,271885,17983,212559.409,127.9,6.6,8.5,16517,1130,13381.57143,788.85714,6.295,0.37112,16.686,21.8,NA,2200258,133535,1018121.127,52831,3328,216.1,6.1,13.1,49208.42857,2833.57143,4.833,0.27831
"81","Brazil","South America","PAHO",2020-05-20,FALSE,291579,18859,212559.409,137.2,6.5,8.9,19694,876,14491.71429,802.71429,6.818,0.37764,16.686,21.8,NA,2258044,136721,1018121.127,57786,3186,221.8,6.1,13.4,51050.28571,2840.57143,5.014,0.279
"82","Brazil","South America","PAHO",2020-05-21,FALSE,310087,20047,212559.409,145.9,6.5,9.4,18508,1188,15274.57143,864,7.186,0.40647,16.686,21.8,NA,2318413,139952,1018121.127,60369,3231,227.7,6,13.7,52148.85714,2850.28571,5.122,0.27996
"83","Brazil","South America","PAHO",2020-05-22,FALSE,330890,21048,212559.409,155.7,6.4,9.9,20803,1001,15799.85714,869.42857,7.433,0.40903,16.686,21.8,NA,2377574,143113,1018121.127,59161,3161,233.5,6,14.1,52668,2807.57143,5.173,0.27576
"84","Brazil","South America","PAHO",2020-05-23,FALSE,347398,22013,212559.409,163.4,6.3,10.4,16508,965,16269.57143,907.28571,7.654,0.42684,16.686,21.8,NA,2437455,145778,1018121.127,59881,2665,239.4,6,14.3,53550.28571,2807.85714,5.26,0.27579
"85","Brazil","South America","PAHO",2020-05-24,FALSE,363211,22666,212559.409,170.9,6.2,10.7,15813,653,17447.28571,935.42857,8.208,0.44008,16.686,21.8,NA,2489241,147535,1018121.127,51786,1757,244.5,5.9,14.5,55600.71429,2817.57143,5.461,0.27674
"86","Brazil","South America","PAHO",2020-05-25,FALSE,374898,23473,212559.409,176.4,6.3,11,11687,807,17075.71429,945.71429,8.033,0.44492,16.686,21.8,NA,2535418,149630,1018121.127,46177,2095,249,5.9,14.7,55427.28571,2774.71429,5.444,0.27253
"87","Brazil","South America","PAHO",2020-05-26,FALSE,391222,24512,212559.409,184.1,6.3,11.5,16324,1039,17048.14286,932.71429,8.02,0.4388,16.686,21.8,NA,2589148,152239,1018121.127,53730,2609,254.3,5.9,15,55555.71429,2672,5.457,0.26244
"88","Brazil","South America","PAHO",2020-05-27,FALSE,411821,25598,212559.409,193.7,6.2,12,20599,1086,17177.42857,962.71429,8.081,0.45292,16.686,21.8,NA,2647793,155793,1018121.127,58645,3554,260.1,5.9,15.3,55678.42857,2724.57143,5.469,0.26761
"89","Brazil","South America","PAHO",2020-05-28,FALSE,438238,26754,212559.409,206.2,6.1,12.6,26417,1156,18307.28571,958.14286,8.613,0.45076,16.686,21.8,NA,2716284,158958,1018121.127,68491,3165,266.8,5.9,15.6,56838.71429,2715.14286,5.583,0.26668
"90","Brazil","South America","PAHO",2020-05-29,FALSE,465166,27878,212559.409,218.8,6,13.1,26928,1124,19182.28571,975.71429,9.024,0.45903,16.686,21.8,NA,2785900,161971,1018121.127,69616,3013,273.6,5.8,15.9,58332.28571,2694,5.729,0.26461
"91","Brazil","South America","PAHO",2020-05-30,FALSE,498440,28834,212559.409,234.5,5.8,13.6,33274,956,21577.42857,974.42857,10.151,0.45843,16.686,21.8,NA,2872358,164633,1018121.127,86458,2662,282.1,5.7,16.2,62129,2693.57143,6.102,0.26456
"92","Brazil","South America","PAHO",2020-05-31,FALSE,514849,29314,212559.409,242.2,5.7,13.8,16409,480,21662.57143,949.71429,10.191,0.4468,16.686,21.8,NA,2929869,166477,1018121.127,57511,1844,287.8,5.7,16.4,62946.85714,2706,6.183,0.26578
"93","Brazil","South America","PAHO",2020-06-01,FALSE,526447,29937,212559.409,247.7,5.7,14.1,11598,623,21649.85714,923.42857,10.185,0.43443,16.686,21.8,NA,2976720,168434,1018121.127,46851,1957,292.4,5.7,16.5,63043.14286,2686.28571,6.192,0.26385
"94","Brazil","South America","PAHO",2020-06-02,FALSE,555383,31199,212559.409,261.3,5.6,14.7,28936,1262,23451.57143,955.28571,11.033,0.44942,16.686,21.8,NA,3048785,171714,1018121.127,72065,3280,299.5,5.6,16.9,65662.42857,2782.14286,6.449,0.27326
"95","Brazil","South America","PAHO",2020-06-03,FALSE,584016,32548,212559.409,274.8,5.6,15.3,28633,1349,24599.28571,992.85714,11.573,0.4671,16.686,21.8,NA,3113129,175629,1018121.127,64344,3915,305.8,5.6,17.3,66476.57143,2833.71429,6.529,0.27833
"96","Brazil","South America","PAHO",2020-06-04,FALSE,614941,34021,212559.409,289.3,5.5,16,30925,1473,25243.28571,1038.14286,11.876,0.4884,16.686,21.8,NA,3184462,179398,1018121.127,71333,3769,312.8,5.6,17.6,66882.57143,2920,6.569,0.2868
"97","Brazil","South America","PAHO",2020-06-05,FALSE,645771,35026,212559.409,303.8,5.4,16.5,30830,1005,25800.71429,1021.14286,12.138,0.4804,16.686,21.8,NA,3259041,182436,1018121.127,74579,3038,320.1,5.6,17.9,67591.57143,2923.57143,6.639,0.28715
"98","Brazil","South America","PAHO",2020-06-06,FALSE,672846,35930,212559.409,316.5,5.3,16.9,27075,904,24915.14286,1013.71429,11.721,0.47691,16.686,21.8,NA,3336357,184904,1018121.127,77316,2468,327.7,5.5,18.2,66285.57143,2895.85714,6.511,0.28443
"99","Brazil","South America","PAHO",2020-06-07,FALSE,691758,36455,212559.409,325.4,5.3,17.2,18912,525,25272.71429,1020.14286,11.89,0.47993,16.686,21.8,NA,3392748,186479,1018121.127,56391,1575,333.2,5.5,18.3,66125.57143,2857.42857,6.495,0.28066
"100","Brazil","South America","PAHO",2020-06-08,FALSE,707412,37134,212559.409,332.8,5.2,17.5,15654,679,25852.14286,1028.14286,12.162,0.4837,16.686,21.8,NA,3442208,188917,1018121.127,49460,2438,338.1,5.5,18.6,66498.28571,2926.14286,6.531,0.28741
"101","Brazil","South America","PAHO",2020-06-09,FALSE,739503,38406,212559.409,347.9,5.2,18.1,32091,1272,26302.85714,1029.57143,12.374,0.48437,16.686,21.8,NA,3511340,192166,1018121.127,69132,3249,344.9,5.5,18.9,66079.28571,2921.71429,6.49,0.28697
"102","Brazil","South America","PAHO",2020-06-10,FALSE,772416,39680,212559.409,363.4,5.1,18.7,32913,1274,26914.28571,1018.85714,12.662,0.47933,16.686,21.8,NA,3587611,195675,1018121.127,76271,3509,352.4,5.5,19.2,67783.14286,2863.71429,6.658,0.28127
"103","Brazil","South America","PAHO",2020-06-11,FALSE,802828,40919,212559.409,377.7,5.1,19.3,30412,1239,26841,985.42857,12.628,0.4636,16.686,21.8,NA,3664135,198901,1018121.127,76524,3226,359.9,5.4,19.5,68524.71429,2786.14286,6.731,0.27366
"104","Brazil","South America","PAHO",2020-06-12,FALSE,828810,41828,212559.409,389.9,5,19.7,25982,909,26148.42857,971.71429,12.302,0.45715,16.686,21.8,NA,3734970,201661,1018121.127,70835,2760,366.8,5.4,19.8,67989.85714,2746.42857,6.678,0.26975
"105","Brazil","South America","PAHO",2020-06-13,FALSE,850514,42720,212559.409,400.1,5,20.1,21704,892,25381.14286,970,11.941,0.45634,16.686,21.8,NA,3807624,204456,1018121.127,72654,2795,374,5.4,20.1,67323.85714,2793.14286,6.613,0.27434
