"","country","region","WHO_REGION","date","latest","cases","deaths","pop","incidence","cfr","mortality","newcases","newdeaths","newcasessmooth","newdeathssmooth","newcasessmoothpp","newdeathssmoothpp","latestcasespp","peakcasespp","peakdate","regioncases","regiondeaths","regionpop","regionnewcases","regionnewdeaths","regionincidence","regioncfr","regionmortality","regionnewcasessmooth","regionnewdeathssmooth","regionnewcasessmoothpp","regionnewdeathssmoothpp"
"249","Brazil","South America","PAHO",2020-11-04,FALSE,5590025,161106,212559.409,2629.9,2.9,75.8,23976,610,17393.57143,378.57143,8.183,0.1781,16.686,21.8,NA,21197893,651996,1018121.127,170390,3337,2082.1,3.1,64,150549,2500.42857,14.787,0.24559
"250","Brazil","South America","PAHO",2020-11-05,FALSE,5590025,161106,212559.409,2629.9,2.9,75.8,0,0,13664.14286,305.28571,6.428,0.14362,16.686,21.8,NA,21363678,654410,1018121.127,165785,2414,2098.3,3.1,64.3,151262.42857,2445.71429,14.857,0.24022
"251","Brazil","South America","PAHO",2020-11-06,FALSE,5631181,162015,212559.409,2649.2,2.9,76.2,41156,909,16360.42857,362.57143,7.697,0.17057,16.686,21.8,NA,21571267,657862,1018121.127,207589,3452,2118.7,3,64.6,157474.57143,2533.85714,15.467,0.24888
"252","Brazil","South America","PAHO",2020-11-07,FALSE,5653561,162269,212559.409,2659.8,2.9,76.3,22380,254,16850.85714,340.71429,7.928,0.16029,16.686,21.8,NA,21759441,660294,1018121.127,188174,2432,2137.2,3,64.9,163345.42857,2539,16.044,0.24938
"253","Brazil","South America","PAHO",2020-11-08,FALSE,5664115,162397,212559.409,2664.7,2.9,76.4,10554,128,16915.71429,331.85714,7.958,0.15612,16.686,21.8,NA,21910956,661704,1018121.127,151515,1410,2152.1,3,65,168215.57143,2554.85714,16.522,0.25094
"254","Brazil","South America","PAHO",2020-11-09,FALSE,5675032,162628,212559.409,2669.9,2.9,76.5,10917,231,17260.85714,339.28571,8.12,0.15962,16.686,21.8,NA,22074598,663600,1018121.127,163642,1896,2168.2,3,65.2,173894.57143,2580.42857,17.08,0.25345
"255","Brazil","South America","PAHO",2020-11-10,FALSE,5699005,162802,212559.409,2681.1,2.9,76.6,23973,174,18993.71429,329.42857,8.936,0.15498,16.686,21.8,NA,22272299,666455,1018121.127,197701,2855,2187.6,3,65.5,177828,2542.28571,17.466,0.2497
"256","Brazil","South America","PAHO",2020-11-11,FALSE,5747660,163368,212559.409,2704,2.8,76.9,48655,566,22519.28571,323.14286,10.594,0.15202,16.686,21.8,NA,22505701,669842,1018121.127,233402,3387,2210.5,3,65.8,186829.71429,2549.42857,18.35,0.25041
"257","Brazil","South America","PAHO",2020-11-12,FALSE,5781582,164281,212559.409,2720,2.8,77.3,33922,913,27365.28571,453.57143,12.874,0.21339,16.686,21.8,NA,22742770,673303,1018121.127,237069,3461,2233.8,3,66.1,197013.14286,2699,19.351,0.2651
"258","Brazil","South America","PAHO",2020-11-13,FALSE,5810652,164737,212559.409,2733.7,2.8,77.5,29070,456,25638.71429,388.85714,12.062,0.18294,16.686,21.8,NA,22991594,676213,1018121.127,248824,2910,2258.2,2.9,66.4,202903.85714,2621.57143,19.929,0.25749
"259","Brazil","South America","PAHO",2020-11-14,FALSE,5848959,165658,212559.409,2751.7,2.8,77.9,38307,921,27914,484.14286,13.132,0.22777,16.686,21.8,NA,23234836,679711,1018121.127,243242,3498,2282.1,2.9,66.8,210770.71429,2773.85714,20.702,0.27245
"260","Brazil","South America","PAHO",2020-11-15,FALSE,5863093,165798,212559.409,2758.3,2.8,78,14134,140,28425.42857,485.85714,13.373,0.22857,16.686,21.8,NA,23413480,681333,1018121.127,178644,1622,2299.7,2.9,66.9,214646.28571,2804.14286,21.083,0.27542
"261","Brazil","South America","PAHO",2020-11-16,FALSE,5876464,166014,212559.409,2764.6,2.8,78.1,13371,216,28776,483.71429,13.538,0.22757,16.686,21.8,NA,23616564,683362,1018121.127,203084,2029,2319.6,2.9,67.1,220280.85714,2823.14286,21.636,0.27729
"262","Brazil","South America","PAHO",2020-11-17,FALSE,5911758,166699,212559.409,2781.2,2.8,78.4,35294,685,30393.28571,556.71429,14.299,0.26191,16.686,21.8,NA,23842871,686641,1018121.127,226307,3279,2341.9,2.9,67.4,224367.42857,2883.71429,22.037,0.28324
"263","Brazil","South America","PAHO",2020-11-18,FALSE,5945849,167455,212559.409,2797.3,2.8,78.8,34091,756,28312.71429,583.85714,13.32,0.27468,16.686,21.8,NA,24082204,690530,1018121.127,239333,3889,2365.4,2.9,67.8,225214.71429,2955.42857,22.121,0.29028
"264","Brazil","South America","PAHO",2020-11-19,FALSE,5981767,168061,212559.409,2814.2,2.8,79.1,35918,606,28597.85714,540,13.454,0.25405,16.686,21.8,NA,24341485,694353,1018121.127,259281,3823,2390.8,2.9,68.2,228387.85714,3007.14286,22.432,0.29536
"265","Brazil","South America","PAHO",2020-11-20,FALSE,6020164,168613,212559.409,2832.2,2.8,79.3,38397,552,29930.28571,553.71429,14.081,0.2605,16.686,21.8,NA,24616244,698325,1018121.127,274759,3972,2417.8,2.8,68.6,232092.85714,3158.85714,22.796,0.31026
"266","Brazil","South America","PAHO",2020-11-21,FALSE,6052786,168989,212559.409,2847.6,2.8,79.5,32622,376,29118.14286,475.85714,13.699,0.22387,16.686,21.8,NA,24865125,701266,1018121.127,248881,2941,2442.3,2.8,68.9,232898.42857,3079.28571,22.875,0.30245
"267","Brazil","South America","PAHO",2020-11-22,FALSE,6071401,169183,212559.409,2856.3,2.8,79.6,18615,194,29758.28571,483.57143,14,0.2275,16.686,21.8,NA,25058729,703151,1018121.127,193604,1885,2461.3,2.8,69.1,235035.57143,3116.85714,23.085,0.30614
"268","Brazil","South America","PAHO",2020-11-23,FALSE,6087608,169485,212559.409,2864,2.8,79.7,16207,302,30163.42857,495.85714,14.191,0.23328,16.686,21.8,NA,25281139,705214,1018121.127,222410,2063,2483.1,2.8,69.3,237796.42857,3121.71429,23.356,0.30662
"269","Brazil","South America","PAHO",2020-11-24,FALSE,6118708,170115,212559.409,2878.6,2.8,80,31100,630,29564.28571,488,13.909,0.22958,16.686,21.8,NA,25523494,709616,1018121.127,242355,4402,2506.9,2.8,69.7,240089,3282.14286,23.582,0.32237
"270","Brazil","South America","PAHO",2020-11-25,FALSE,6166606,170769,212559.409,2901.1,2.8,80.3,47898,654,31536.71429,473.42857,14.837,0.22273,16.686,21.8,NA,25795597,714112,1018121.127,272103,4496,2533.6,2.8,70.1,244770.42857,3368.85714,24.041,0.33089
"271","Brazil","South America","PAHO",2020-11-26,FALSE,6204220,171460,212559.409,2918.8,2.8,80.7,37614,691,31779,485.57143,14.951,0.22844,16.686,21.8,NA,25986000,717370,1018121.127,190403,3258,2552.3,2.8,70.5,234930.71429,3288.14286,23.075,0.32296
"272","Brazil","South America","PAHO",2020-11-27,FALSE,6238350,171974,212559.409,2934.9,2.8,80.9,34130,514,31169.42857,480.14286,14.664,0.22589,16.686,21.8,NA,26263255,720128,1018121.127,277255,2758,2579.6,2.7,70.7,235287.28571,3114.71429,23.11,0.30593
"273","Brazil","South America","PAHO",2020-11-28,FALSE,6290272,172561,212559.409,2959.3,2.7,81.2,51922,587,33926.57143,510.28571,15.961,0.24007,16.686,21.8,NA,26526703,723712,1018121.127,263448,3584,2605.5,2.7,71.1,237368.28571,3206.57143,23.314,0.31495
"274","Brazil","South America","PAHO",2020-11-29,FALSE,6314740,172833,212559.409,2970.8,2.7,81.3,24468,272,34762.71429,521.42857,16.354,0.24531,16.686,21.8,NA,26724408,725589,1018121.127,197705,1877,2624.9,2.7,71.3,237954.14286,3205.42857,23.372,0.31484
"275","Brazil","South America","PAHO",2020-11-30,TRUE,6335878,173120,212559.409,2980.8,2.7,81.4,21138,287,35467.14286,519.28571,16.686,0.2443,16.686,21.8,NA,26939847,728065,1018121.127,215439,2476,2646,2.7,71.5,236958.28571,3264.42857,23.274,0.32063
